origin;destination;year;month;avg_time_difference;count;;;;;;
EHAM;LIMA;2020;10;5.207.166.666.666.660;6;;;;;;
EHBK;EDDB;2020;10;3389.0;1;;;;;;
EHEH;EPLE;2020;10;37.683.333.333.333.300;6;;;;;;
EHBD;EHBD;2020;10;31.308.214.285.714.200;28;;;;;;
EHTW;LGKN;2020;10;9608.0;1;;;;;;
EHRD;LMML;2020;10;10298.0;1;;;;;;
EHRD;LEAL;2020;10;7.690.333.333.333.330;12;;;;;;
EHAM;EHRD;2020;10;1.071.125;8;;;;;;
EHEH;LPFR;2020;10;9.587.048.387.096.770;62;;;;;;
EHRD;EHEH;2020;10;1110.0;3;;;;;;
EHAM;EHEH;2020;10;1127.2;5;;;;;;
EHAL;EHSE;2020;10;4084.0;1;;;;;;
EHGG;EVPA;2020;10;12091.0;1;;;;;;
EHVK;EHGR;2020;10;8.438.888.888.888.880;9;;;;;;
EHGG;EDDH;2020;10;38.563.333.333.333.300;3;;;;;;
EHHV;EHMZ;2020;10;3816.0;1;;;;;;
EHLE;EHTX;2020;10;20.643.333.333.333.300;3;;;;;;
EHRD;EGPD;2020;10;5402.0;1;;;;;;
EHAM;LDRG;2020;10;4528.0;1;;;;;;
EHGG;EHSE;2020;10;4621.0;3;;;;;;
EHMZ;EHMZ;2020;10;29.189.473.684.210.500;38;;;;;;
EHKD;EHAL;2020;10;1632.0;2;;;;;;
EHSE;EHTE;2020;10;3245.5;2;;;;;;
EHAM;EBMO;2020;10;1707.0;1;;;;;;
EHAM;EDLN;2020;10;1284.0;1;;;;;;
EHAM;LEMD;2020;10;7.475.490.196.078.430;102;;;;;;
EHAM;EPKK;2020;10;5.253.565.217.391.300;23;;;;;;
EHEH;LPAZ;2020;10;14644.0;1;;;;;;
EHAM;LSGG;2020;10;4014.16;100;;;;;;
EHEH;EPGD;2020;10;4.783.727.272.727.270;22;;;;;;
EHVK;EHBD;2020;10;711.0;2;;;;;;
EHTE;EHDS;2020;10;842.0;1;;;;;;
EHRD;EHTE;2020;10;1949.0;1;;;;;;
EHAM;LFRD;2020;10;5225.0;1;;;;;;
EHSE;EHLE;2020;10;2204.0;2;;;;;;
EHEH;LPPR;2020;10;7.974.307.692.307.690;13;;;;;;
EHAM;LEIB;2020;10;7.915.613.636.363.630;44;;;;;;
EHHV;EHLE;2020;10;1115.5;2;;;;;;
EHAM;EHTX;2020;10;20.673.333.333.333.300;3;;;;;;
EHGG;EBKT;2020;10;2229.0;1;;;;;;
EHVK;ETOU;2020;10;3250.0;1;;;;;;
EHBK;ENGM;2020;10;5139.5;6;;;;;;
EHRD;ELLX;2020;10;2086.0;2;;;;;;
EHRD;LIEO;2020;10;8187.0;1;;;;;;
EHRD;EDDS;2020;10;3323.0;2;;;;;;
EHRD;EHGG;2020;10;5923.0;4;;;;;;
EHGG;EHOW;2020;10;1577.5;2;;;;;;
EHEH;LIME;2020;10;4.163.833.333.333.330;18;;;;;;
EHRD;EKBI;2020;10;2615.0;1;;;;;;
EHAM;LOWG;2020;10;5081.0;5;;;;;;
EHAM;LFBO;2020;10;5.564.714.285.714.280;56;;;;;;
EHAM;EFHK;2020;10;70.826.349.206.349.200;63;;;;;;
EHBK;LEMD;2020;10;8344.0;1;;;;;;
EHMZ;EHRD;2020;10;2248.5;2;;;;;;
EHSE;EHHO;2020;10;3499.0;1;;;;;;
EHAM;LIRZ;2020;10;6177.0;2;;;;;;
EHBK;EHAM;2020;10;2015.0;2;;;;;;
EHAM;ENUL;2020;10;43.956.551.724.137.900;29;;;;;;
EHEH;LEMD;2020;10;7098.2;5;;;;;;
EHRD;EPGD;2020;10;6809.0;1;;;;;;
EHEH;LOWS;2020;10;5677.5;2;;;;;;
EHKD;EHHV;2020;10;2652.5;2;;;;;;
EHEH;LFHJ;2020;10;3906.0;1;;;;;;
EHAM;EGSS;2020;10;6.592.238.095.238.090;21;;;;;;
EHVK;EHHV;2020;10;12.206.666.666.666.600;3;;;;;;
EHAM;BIRK;2020;10;9453.0;1;;;;;;
EHAM;LFTH;2020;10;5432.0;1;;;;;;
EHGG;EHDL;2020;10;2920.0;1;;;;;;
EHLE;EHGG;2020;10;4119.5;4;;;;;;
EHEH;EHHO;2020;10;3624.0;1;;;;;;
EHAM;EIDW;2020;10;4.294.144;125;;;;;;
EHAM;EBAW;2020;10;14.556.666.666.666.600;3;;;;;;
EHGG;EDWF;2020;10;1142.5;2;;;;;;
EHRD;EBAW;2020;10;1101.0;8;;;;;;
EHST;EHHV;2020;10;3167.0;2;;;;;;
EHAM;EGNP;2020;10;3157.25;4;;;;;;
EHTW;LGAV;2020;10;8838.0;1;;;;;;
EHTE;EDWN;2020;10;1850.0;1;;;;;;
EHRD;EHGR;2020;10;723.0;1;;;;;;
EHAM;LIBD;2020;10;7.490.291.666.666.660;24;;;;;;
EHAM;LKPR;2020;10;4.029.821.917.808.210;73;;;;;;
EHAM;LIQL;2020;10;5.284.666.666.666.660;9;;;;;;
EHEH;LFKG;2020;10;5889.0;1;;;;;;
EHBK;EDLZ;2020;10;3134.0;1;;;;;;
EHTE;EHHO;2020;10;15.396.666.666.666.600;3;;;;;;
EHEH;LKPR;2020;10;3440.0;3;;;;;;
EHBK;EDRB;2020;10;4274.0;1;;;;;;
EHAM;LDZA;2020;10;62.360.526.315.789.400;38;;;;;;
EHGG;EHLW;2020;10;10.457.142.857.142.800;7;;;;;;
EHRD;EBMB;2020;10;1266.0;2;;;;;;
EHWO;EHRD;2020;10;862.0;2;;;;;;
EHAM;EPWA;2020;10;5.451.132.352.941.170;68;;;;;;
EHEH;ETNL;2020;10;3756.0;1;;;;;;
EHVK;ETNG;2020;10;1273.0;1;;;;;;
EHSE;EHSE;2020;10;34.834.736.842.105.200;38;;;;;;
EHBK;LEBL;2020;10;6735.0;2;;;;;;
EHAM;LPCS;2020;10;10368.0;1;;;;;;
EHHV;EHSE;2020;10;1985.0;1;;;;;;
EHRD;LSGG;2020;10;4.516.333.333.333.330;3;;;;;;
EHEH;EDXW;2020;10;2639.0;1;;;;;;
EHTL;EHHV;2020;10;1107.0;1;;;;;;
EHBK;LFRF;2020;10;3701.0;1;;;;;;
EHGG;ESGI;2020;10;6589.0;1;;;;;;
EHAM;LIRQ;2020;10;5259.5;14;;;;;;
EHRD;EHHO;2020;10;2764.0;1;;;;;;
EHAM;EGLF;2020;10;3057.0;7;;;;;;
EHGG;EDVY;2020;10;2777.0;1;;;;;;
EHAL;EHST;2020;10;1788.0;1;;;;;;
EHAL;EHKD;2020;10;20.003.333.333.333.300;3;;;;;;
EHAM;EHMZ;2020;10;3007.0;1;;;;;;
EHAM;EDDW;2020;10;2.105.744.680.851.060;47;;;;;;
EHTE;EHTE;2020;10;2.590.858.695.652.170;92;;;;;;
EHRD;EHST;2020;10;5414.0;1;;;;;;
EHAM;LIPX;2020;10;4.897.071.428.571.420;14;;;;;;
EHAM;LYBT;2020;10;6.432.166.666.666.660;6;;;;;;
EHAM;ESSA;2020;10;5.604.344.537.815.120;119;;;;;;
EHAM;EDDC;2020;10;3.671.222.222.222.220;9;;;;;;
EHAM;LIPE;2020;10;5.200.133.333.333.330;30;;;;;;
EHRD;LOWS;2020;10;4.359.333.333.333.330;3;;;;;;
EHGG;LIPE;2020;10;12219.0;1;;;;;;
EHBK;EHGG;2020;10;5.457.428.571.428.570;7;;;;;;
EHOW;EHHO;2020;10;1660.5;2;;;;;;
EHAM;LFDY;2020;10;4844.0;2;;;;;;
EHGG;EHRD;2020;10;4906.2;5;;;;;;
EHHO;EHHV;2020;10;3093.0;1;;;;;;
EHBK;ESSA;2020;10;5887.5;2;;;;;;
EHVK;ETAR;2020;10;1989.0;1;;;;;;
EHAM;LIRP;2020;10;5297.75;12;;;;;;
EHAM;ENSO;2020;10;4391.0;1;;;;;;
EHBD;EHRD;2020;10;1909.0;3;;;;;;
EHEH;EGKB;2020;10;3960.0;1;;;;;;
EHHO;EHAL;2020;10;2538.0;1;;;;;;
EHEH;EHAM;2020;10;1335.0;5;;;;;;
EHAM;EGKR;2020;10;2522.5;6;;;;;;
EHAM;EBLG;2020;10;8742.75;8;;;;;;
EHBK;EHEH;2020;10;1066.0;3;;;;;;
EHEH;EDDK;2020;10;1297.0;1;;;;;;
EHHO;EHGG;2020;10;693.0;1;;;;;;
EHHV;EHVK;2020;10;2031.0;1;;;;;;
EHBD;EDLN;2020;10;5271.0;1;;;;;;
EHEH;EPLB;2020;10;5.853.666.666.666.660;6;;;;;;
EHLE;EHAM;2020;10;10.561.875;16;;;;;;
EHEH;EHSE;2020;10;2286.0;1;;;;;;
EHAM;LFKF;2020;10;5741.0;1;;;;;;
EHAM;EHTE;2020;10;1250.0;1;;;;;;
EHGG;EDDW;2020;10;2930.5;4;;;;;;
EHMZ;EBKT;2020;10;1358.0;1;;;;;;
EHAM;LFLY;2020;10;4480.0;1;;;;;;
EHGG;EDTB;2020;10;6977.0;1;;;;;;
EHRD;ESSB;2020;10;6127.5;2;;;;;;
EHTW;LSGG;2020;10;3789.0;1;;;;;;
EHEH;EHRD;2020;10;9.776.666.666.666.660;3;;;;;;
EHAM;EDDK;2020;10;25.076.666.666.666.600;3;;;;;;
EHAM;LIRA;2020;10;6.555.333.333.333.330;3;;;;;;
EHAM;LIML;2020;10;4.728.757.575.757.570;33;;;;;;
EHAM;EGPE;2020;10;4.623.875;8;;;;;;
EHAM;LEPA;2020;10;7250.64;25;;;;;;
EHEH;EHBK;2020;10;829.0;1;;;;;;
EHEH;EDDH;2020;10;3201.5;2;;;;;;
EHTE;EKBI;2020;10;3523.0;1;;;;;;
EHGG;EGGW;2020;10;3616.0;1;;;;;;
EHGG;EDJA;2020;10;4233.0;1;;;;;;
EHEH;EKCH;2020;10;3778.0;1;;;;;;
EHBK;LEPA;2020;10;6303.0;1;;;;;;
EHBK;EDDK;2020;10;1325.0;1;;;;;;
EHRD;LIPO;2020;10;12808.5;2;;;;;;
EHEH;EHLE;2020;10;1831.0;1;;;;;;
EHAM;EGNJ;2020;10;2533.5;6;;;;;;
EHDL;EHVK;2020;10;852.0;1;;;;;;
EHAM;EGPG;2020;10;39.613.928.571.428.500;28;;;;;;
EHEH;EHEH;2020;10;31.916.031.746.031.700;63;;;;;;
EHEH;EDDL;2020;10;1096.0;1;;;;;;
EHAM;LGEL;2020;10;9548.0;1;;;;;;
EHAM;LIEA;2020;10;6.520.166.666.666.660;6;;;;;;
EHRD;EDDL;2020;10;1785.0;1;;;;;;
EHEH;ESSB;2020;10;6443.0;1;;;;;;
EHSE;EHGG;2020;10;5839.0;2;;;;;;
EHGG;LFKY;2020;10;11793.0;1;;;;;;
EHAM;LOIR;2020;10;3525.0;2;;;;;;
EHRD;EHMZ;2020;10;31.976.666.666.666.600;3;;;;;;
EHRD;LKPR;2020;10;3817.0;2;;;;;;
EHAM;LFMF;2020;10;5254.0;1;;;;;;
EHAM;EBMB;2020;10;1.406.857.142.857.140;7;;;;;;
EHAM;EPLE;2020;10;3920.0;5;;;;;;
EHAM;LSZH;2020;10;3.582.891.472.868.210;129;;;;;;
EHAM;EDDF;2020;10;26.962.670.807.453.400;161;;;;;;
EHEH;LIQL;2020;10;4725.0;1;;;;;;
EHRD;LSGL;2020;10;5449.0;1;;;;;;
EHAM;LFMI;2020;10;4798.0;1;;;;;;
EHTL;EHTL;2020;10;1060.0;3;;;;;;
EHRD;LOIR;2020;10;3655.0;1;;;;;;
EHBK;EBLG;2020;10;26008.0;2;;;;;;
EHAM;LGKN;2020;10;10.191.386.363.636.300;44;;;;;;
EHEH;LIMC;2020;10;4.149.925.925.925.920;27;;;;;;
EHEH;LOIK;2020;10;7363.0;1;;;;;;
EHEH;LBWN;2020;10;8829.0;2;;;;;;
EHRD;LICP;2020;10;7728.5;2;;;;;;
EHMZ;EBZU;2020;10;1577.5;12;;;;;;
EHBD;EHGG;2020;10;3535.5;2;;;;;;
EHRD;EGJB;2020;10;3840.0;1;;;;;;
EHBK;LHBP;2020;10;5472.0;1;;;;;;
EHAM;EKSB;2020;10;2434.0;1;;;;;;
EHEH;LBLS;2020;10;7594.6;5;;;;;;
EHSE;EHMZ;2020;10;2312.4;5;;;;;;
EHEH;ESSA;2020;10;6660.0;1;;;;;;
EHAM;EGPH;2020;10;35.598.571.428.571.400;21;;;;;;
EHHO;EHHO;2020;10;3117.0;7;;;;;;
EHTE;LSPF;2020;10;9146.0;1;;;;;;
EHTE;EHHV;2020;10;2513.0;3;;;;;;
EHEH;LYSM;2020;10;6152.0;2;;;;;;
EHAM;LFRS;2020;10;40.559.375;16;;;;;;
EHVK;EHEH;2020;10;659.0;1;;;;;;
EHHV;EHOW;2020;10;3246.0;1;;;;;;
EHAM;LSTZ;2020;10;5796.0;1;;;;;;
EHDL;EHDL;2020;10;882.0;2;;;;;;
EHAM;LFRN;2020;10;3375.0;1;;;;;;
EHGG;EDAW;2020;10;5395.0;1;;;;;;
EHRD;LEBL;2020;10;8788.0;1;;;;;;
EHEH;EBMB;2020;10;8.896.666.666.666.660;3;;;;;;
EHRD;LPFR;2020;10;9.597.425.925.925.920;54;;;;;;
EHAM;LIPZ;2020;10;5.014.890.410.958.900;73;;;;;;
EHGG;EHEH;2020;10;1759.0;1;;;;;;
EHGG;EDML;2020;10;8063.0;1;;;;;;
EHRD;LDZA;2020;10;5635.0;1;;;;;;
EHAM;LPBJ;2020;10;11516.0;1;;;;;;
EHEH;EIDW;2020;10;4.639.833.333.333.330;6;;;;;;
EHAM;EGQK;2020;10;4558.0;1;;;;;;
EHBK;EBAW;2020;10;2565.0;2;;;;;;
EHLE;EDDV;2020;10;3512.0;1;;;;;;
EHAM;LIEO;2020;10;6.641.428.571.428.570;7;;;;;;
EHBD;EHBK;2020;10;1947.0;2;;;;;;
EHKD;EHDL;2020;10;2528.0;1;;;;;;
EHEH;LEAL;2020;10;7.939.553.191.489.360;47;;;;;;
EHRD;EDFB;2020;10;3260.0;1;;;;;;
EHTE;EHGG;2020;10;3153.5;2;;;;;;
EHGG;EDDK;2020;10;1679.0;1;;;;;;
EHEH;EINN;2020;10;5274.0;2;;;;;;
EHDP;EHDP;2020;10;1.321.625;24;;;;;;
EHEH;EHDB;2020;10;1159.0;1;;;;;;
EHAM;LGAV;2020;10;9.857.222.222.222.220;54;;;;;;
EHEH;LOWW;2020;10;4698.45;20;;;;;;
EHEH;ESMS;2020;10;4465.0;1;;;;;;
EHRD;EGNJ;2020;10;2910.5;2;;;;;;
EHAL;EHTE;2020;10;3709.5;2;;;;;;
EHRD;LGAV;2020;10;8767.0;1;;;;;;
EHRD;EDDC;2020;10;3477.0;1;;;;;;
EHEH;EBAW;2020;10;939.0;5;;;;;;
EHAM;EDLW;2020;10;2279.0;1;;;;;;
EHRD;EDLN;2020;10;2246.5;2;;;;;;
EHAM;EPLU;2020;10;3507.0;1;;;;;;
EHAM;LPPR;2020;10;8.136.047.058.823.520;85;;;;;;
EHBK;EGBB;2020;10;3837.0;1;;;;;;
EHRD;BIRK;2020;10;9850.0;1;;;;;;
EHTX;EHTX;2020;10;2210.0;1;;;;;;
EHRD;EGJJ;2020;10;5921.0;1;;;;;;
EHAM;LYBE;2020;10;6761.75;4;;;;;;
EHGG;EHLE;2020;10;4543.5;6;;;;;;
EHAM;LFGC;2020;10;29.346.153.846.153.800;26;;;;;;
EHBK;LFHS;2020;10;3042.25;4;;;;;;
EHRD;EHTX;2020;10;2594.0;1;;;;;;
EHSE;EDLS;2020;10;2469.0;1;;;;;;
EHAM;EICK;2020;10;5.140.861.111.111.110;36;;;;;;
EHAM;LICZ;2020;10;8.693.655.172.413.790;29;;;;;;
EHBK;EDDV;2020;10;2936.0;1;;;;;;
EHRD;EHWO;2020;10;899.0;2;;;;;;
EHAM;LFBD;2020;10;4.832.702.127.659.570;47;;;;;;
EHAM;EDDP;2020;10;3.295.235.294.117.640;51;;;;;;
EHAM;LFBY;2020;10;5180.0;2;;;;;;
EHDR;EHGG;2020;10;870.0;5;;;;;;
EHAM;LFCM;2020;10;4746.0;1;;;;;;
EHAM;LIBR;2020;10;6824.0;1;;;;;;
EHRD;LIML;2020;10;4499.0;2;;;;;;
EHST;EHAL;2020;10;1731.0;1;;;;;;
EHBK;EBKT;2020;10;1472.0;2;;;;;;
EHBK;EDJA;2020;10;3451.25;4;;;;;;
EHRD;BIKF;2020;10;9761.5;2;;;;;;
EHAM;LFMY;2020;10;5.795.333.333.333.330;3;;;;;;
EHEH;LIRQ;2020;10;4573.0;1;;;;;;
EHAM;EPGD;2020;10;4763.5;40;;;;;;
EHEH;EHTE;2020;10;2084.0;1;;;;;;
EHDB;EHVK;2020;10;10.184.444.444.444.400;9;;;;;;
EHAM;EGMC;2020;10;2701.5;2;;;;;;
EHGG;LIMJ;2020;10;6715.0;1;;;;;;
EHDL;EHDB;2020;10;796.5;2;;;;;;
EHLE;LGKN;2020;10;10283.0;1;;;;;;
EHGG;EDDE;2020;10;7121.0;1;;;;;;
EHEH;LFFZ;2020;10;3519.0;1;;;;;;
EHTX;EHHV;2020;10;2658.75;4;;;;;;
EHEH;ETNW;2020;10;2215.0;2;;;;;;
EHST;EHBD;2020;10;4582.0;1;;;;;;
EHRD;LIRA;2020;10;7923.0;1;;;;;;
EHAM;EBBR;2020;10;14.374.473.684.210.500;38;;;;;;
EHGG;EDDV;2020;10;5.301.666.666.666.660;3;;;;;;
EHBK;LSZH;2020;10;2584.0;1;;;;;;
EHAM;LFNL;2020;10;5293.0;1;;;;;;
EHAM;LFPG;2020;10;276.910.582.010.582;189;;;;;;
EHEH;LSGG;2020;10;3300.0;3;;;;;;
EHEH;LROP;2020;10;8.187.882.352.941.170;17;;;;;;
EHAM;EGSH;2020;10;1923.75;24;;;;;;
EHEH;LEMU;2020;10;7582.0;2;;;;;;
EHAM;EGLC;2020;10;2.400.777.777.777.770;45;;;;;;
EHGG;ESSB;2020;10;5530.0;1;;;;;;
EHMZ;EHTX;2020;10;3609.5;2;;;;;;
EHBK;LEAP;2020;10;5098.0;1;;;;;;
EHAM;ELLX;2020;10;2.327.318.181.818.180;44;;;;;;
EHAM;EGAC;2020;10;4093.0;8;;;;;;
EHEH;EPPO;2020;10;4286.0;8;;;;;;
EHGG;EHAM;2020;10;7136.0;2;;;;;;
EHRD;EGCC;2020;10;34.633.333.333.333.300;3;;;;;;
EHAM;ENZV;2020;10;4.138.909.090.909.090;77;;;;;;
EHOW;EHOW;2020;10;1142.0;1;;;;;;
EHAM;LDZK;2020;10;5069.0;1;;;;;;
EHAM;EBKT;2020;10;1462.0;1;;;;;;
EHAM;LIPO;2020;10;4.526.333.333.333.330;3;;;;;;
EHRD;LIMZ;2020;10;10640.0;1;;;;;;
EHAM;LIMC;2020;10;5.028.401.459.854.010;137;;;;;;
EHEH;EPWA;2020;10;5.369.714.285.714.280;14;;;;;;
EHHV;EHHV;2020;10;2247.65;20;;;;;;
EHAM;LFLP;2020;10;4127.5;2;;;;;;
EHAL;EHHO;2020;10;2250.0;1;;;;;;
EHEH;LSZH;2020;10;4207.0;1;;;;;;
EHAM;EKAH;2020;10;3408.0;1;;;;;;
EHDS;EHGG;2020;10;1480.0;1;;;;;;
EHAM;EDFE;2020;10;4462.8;5;;;;;;
EHRD;LEMG;2020;10;9967.6;15;;;;;;
EHEH;LEGR;2020;10;9255.0;1;;;;;;
EHEH;LPPT;2020;10;9.419.888.888.888.880;9;;;;;;
EHRD;LIMC;2020;10;4162.0;1;;;;;;
EHAM;EHHV;2020;10;1338.9;10;;;;;;
EHMZ;EBZH;2020;10;3047.0;1;;;;;;
EHAM;EPKT;2020;10;7039.0;1;;;;;;
EHBK;LFJD;2020;10;3075.0;1;;;;;;
EHGG;EDLN;2020;10;3544.0;2;;;;;;
EHTE;EHSE;2020;10;2903.0;3;;;;;;
EHEH;EPWS;2020;10;4520.0;1;;;;;;
EHBK;LOWW;2020;10;4246.0;1;;;;;;
EHEH;EYKA;2020;10;6160.0;1;;;;;;
EHHV;EHTE;2020;10;2712.5;2;;;;;;
EHEH;EPKS;2020;10;4040.5;2;;;;;;
EHAM;LEMG;2020;10;9.497.269.662.921.340;89;;;;;;
EHGG;EDTW;2020;10;8325.0;1;;;;;;
EHVK;EHBK;2020;10;1553.0;1;;;;;;
EHGG;EHTE;2020;10;3015.0;2;;;;;;
EHAM;LPMA;2020;10;12920.0;1;;;;;;
EHEH;EPKK;2020;10;5.125.236.842.105.260;38;;;;;;
EHAM;LMML;2020;10;9.211.263.157.894.730;19;;;;;;
EHBK;EHDL;2020;10;3922.0;1;;;;;;
EHTE;EGNT;2020;10;5067.0;1;;;;;;
EHMZ;EHTE;2020;10;4041.0;1;;;;;;
EHAM;EDDB;2020;10;35.344.814.814.814.800;27;;;;;;
EHDB;EHDB;2020;10;1.315.906.976.744.180;86;;;;;;
EHGG;EPPO;2020;10;3791.0;1;;;;;;
EHAM;EYVI;2020;10;6.690.764.705.882.350;17;;;;;;
EHEH;LGKN;2020;10;1.009.409.090.909.090;11;;;;;;
EHEH;EHBD;2020;10;1584.0;1;;;;;;
EHTE;EHTX;2020;10;2702.0;2;;;;;;
EHRD;LIPZ;2020;10;5753.0;2;;;;;;
EHGG;EHKD;2020;10;2586.0;1;;;;;;
EHAM;EGNE;2020;10;4520.0;1;;;;;;
EHLE;EHSE;2020;10;2494.0;2;;;;;;
EHBK;EDDT;2020;10;3092.0;1;;;;;;
EHAM;LIRF;2020;10;6.336.421.875;128;;;;;;
EHLE;EBBT;2020;10;2468.0;1;;;;;;
EHBD;LFPB;2020;10;2864.0;1;;;;;;
EHAL;EHRD;2020;10;3066.0;2;;;;;;
EHEH;LFTH;2020;10;4697.5;2;;;;;;
EHRD;EHAL;2020;10;2400.0;1;;;;;;
EHEH;LHBP;2020;10;5506.0;11;;;;;;
EHBK;LFLI;2020;10;3500.0;1;;;;;;
EHST;EHST;2020;10;1043.0;2;;;;;;
EHDL;EHAM;2020;10;2171.5;2;;;;;;
EHAM;EGBB;2020;10;29.752.244.897.959.100;49;;;;;;
EHRD;LIRZ;2020;10;6996.25;8;;;;;;
EHMZ;EBOS;2020;10;19.993.333.333.333.300;9;;;;;;
EHBK;LIMC;2020;10;4057.5;2;;;;;;
EHEH;EDDB;2020;10;3183.0;3;;;;;;
EHEH;LGAV;2020;10;9.715.142.857.142.850;14;;;;;;
EHAM;LFGK;2020;10;2819.0;1;;;;;;
EHRD;LPCS;2020;10;9602.0;3;;;;;;
EHRD;LIBR;2020;10;7.699.142.857.142.850;7;;;;;;
EHRD;EGLF;2020;10;3060.0;3;;;;;;
EHLE;EGLD;2020;10;8600.0;2;;;;;;
EHAM;LRBS;2020;10;7936.0;1;;;;;;
EHAM;EGNT;2020;10;33.870.243.902.439.000;41;;;;;;
EHAM;EDAZ;2020;10;5202.0;1;;;;;;
EHAM;LSZR;2020;10;3207.0;1;;;;;;
EHAM;EVRA;2020;10;6.413.227.272.727.270;22;;;;;;
EHAM;EGNV;2020;10;3299.0;5;;;;;;
EHGG;LEIB;2020;10;8469.0;1;;;;;;
EHRD;LEAP;2020;10;5.815.666.666.666.660;3;;;;;;
EHEH;LSTS;2020;10;2785.0;1;;;;;;
EHAM;EKYT;2020;10;35.909.594.594.594.500;74;;;;;;
EHAM;LIED;2020;10;8057.5;2;;;;;;
EHEH;LRCL;2020;10;6908.0;7;;;;;;
EHTW;EHTW;2020;10;18.476.666.666.666.600;24;;;;;;
EHBD;EHEH;2020;10;1491.0;1;;;;;;
EHAM;EDDS;2020;10;3.269.826.530.612.240;98;;;;;;
EHEH;EGSS;2020;10;2605.5;8;;;;;;
EHEH;LIBR;2020;10;7260.5;8;;;;;;
EHAM;EHDB;2020;10;787.0;4;;;;;;
EHDS;EHDS;2020;10;1085.9;20;;;;;;
EHGR;EHVK;2020;10;8.041.111.111.111.110;9;;;;;;
EHAM;LILQ;2020;10;4.943.666.666.666.660;6;;;;;;
EHRD;EGKC;2020;10;3449.0;1;;;;;;
EHAM;EHND;2020;10;1123.0;1;;;;;;
EHAM;LIME;2020;10;4981.0;1;;;;;;
EHGG;EDGB;2020;10;5481.0;1;;;;;;
EHVK;EHDB;2020;10;887.3;10;;;;;;
EHAM;LFHC;2020;10;3896.0;1;;;;;;
EHBK;LFOY;2020;10;2510.0;1;;;;;;
EHDS;EHTE;2020;10;935.0;1;;;;;;
EHAM;EBCI;2020;10;1715.75;4;;;;;;
EHSE;EHRD;2020;10;1.308.875;8;;;;;;
EHGG;EHDR;2020;10;12.246.666.666.666.600;6;;;;;;
EHSE;EHBD;2020;10;1113.0;1;;;;;;
EHAM;EGKK;2020;10;25.644.444.444.444.400;18;;;;;;
EHAM;EHLE;2020;10;18.818.666.666.666.600;15;;;;;;
EHAM;LFNR;2020;10;5727.0;1;;;;;;
EHAM;EHBK;2020;10;1495.75;4;;;;;;
EHDR;EHTE;2020;10;1961.0;1;;;;;;
EHBK;EFHK;2020;10;7287.0;1;;;;;;
EHAM;LEAL;2020;10;8.161.315.789.473.680;57;;;;;;
EHEH;BIKF;2020;10;13218.0;2;;;;;;
EHBK;LFQB;2020;10;2338.0;1;;;;;;
EHHV;EHAM;2020;10;896.8;5;;;;;;
EHHV;EHRD;2020;10;1320.0;2;;;;;;
EHBD;LPFR;2020;10;12541.0;1;;;;;;
EHAM;EHTL;2020;10;1488.0;1;;;;;;
EHAM;EGHI;2020;10;31.698.333.333.333.300;24;;;;;;
EHTX;EHKD;2020;10;1646.0;2;;;;;;
EHEH;EPMR;2020;10;3962.2;5;;;;;;
EHTE;EHRD;2020;10;1781.0;1;;;;;;
EHGG;EDDG;2020;10;9261.0;1;;;;;;
EHGG;ETWM;2020;10;916.0;1;;;;;;
EHRD;EGSS;2020;10;1964.0;3;;;;;;
EHAM;LEVC;2020;10;7.669.103.448.275.860;29;;;;;;
EHVK;EBWE;2020;10;1015.0;1;;;;;;
EHGG;EDFM;2020;10;6599.0;1;;;;;;
EHAM;EPPO;2020;10;4.232.666.666.666.660;6;;;;;;
EHBD;EHSE;2020;10;1306.0;1;;;;;;
EHRD;LEVC;2020;10;8741.0;1;;;;;;
EHHV;EHKD;2020;10;2820.0;2;;;;;;
EHAM;LFFI;2020;10;4151.0;1;;;;;;
EHAM;ENVA;2020;10;6.182.333.333.333.330;9;;;;;;
EHAM;LSZM;2020;10;34.093.928.571.428.500;56;;;;;;
EHGG;LSZM;2020;10;5023.0;1;;;;;;
EHAM;LOWW;2020;10;5.071.340.909.090.900;88;;;;;;
EHBK;LFNF;2020;10;7875.0;1;;;;;;
EHBK;LIPE;2020;10;4250.0;1;;;;;;
EHAM;LFHS;2020;10;40.214.545.454.545.400;11;;;;;;
EHEH;LILV;2020;10;4549.0;1;;;;;;
EHAL;EHGG;2020;10;1892.5;2;;;;;;
EHRD;LEMD;2020;10;11297.0;1;;;;;;
EHSE;EHHV;2020;10;1912.0;1;;;;;;
EHEH;LILQ;2020;10;4835.0;1;;;;;;
EHAM;EGNX;2020;10;28.943.888.888.888.800;18;;;;;;
EHAM;EHAM;2020;10;2.315.539.896.373.050;193;;;;;;
EHHV;EHHO;2020;10;4460.0;2;;;;;;
EHGG;LPFR;2020;10;10963.0;1;;;;;;
EHRD;EHHV;2020;10;900.0;1;;;;;;
EHMZ;EHSE;2020;10;1970.4;5;;;;;;
EHGR;EHSE;2020;10;2181.0;1;;;;;;
EHGG;LFPN;2020;10;10649.0;1;;;;;;
EHAM;LFLL;2020;10;4285.9;10;;;;;;
EHEH;EYSA;2020;10;6393.0;1;;;;;;
EHLW;EHDR;2020;10;1687.0;1;;;;;;
EHGG;EHHO;2020;10;1017.5;4;;;;;;
EHLE;EKRK;2020;10;5106.0;1;;;;;;
EHHO;EHRD;2020;10;3409.0;1;;;;;;
EHTE;EHDL;2020;10;1598.0;1;;;;;;
